ID,Custom ID,Name,Date of Birth,Hometown,Current Position
1670,PER00517,Phạm Gia Khiêm,,,Bộ trưởng  Bộ Ngoại giao
1671,PER00518,Ông Trần Đình Hoan,,,Bộ trưởng  Bộ Lao động - Thương binh và Xã hội
1672,PER00519,Ông Bùi Danh Lưu (Đến 11-1996),,,Bộ trưởng  Bộ Giao thông vận tải
1673,PER00520,Ông Lê Ngọc Hoàn (Từ 11-1996),,,Quyền Bộ trưởng  Bộ Giao thông vận tải
1674,PER00521,Ông Ngô Xuân Lộc,,,Bộ trưởng   Bộ Xây dựng
1675,PER00522,Ông Đặng Vũ Chư (Đến 10-1995 Khi Thành Lập Bộ Công Nghiệp),,,Bộ trưởng  Bộ Công nghiệp nhẹ
1676,PER00523,Ông Trần Lum (Đến 10-1995 Khi Thành Lập Bộ Công Nghiệp),,,Bộ trưởng  Bộ Công nghiệp nặng
1677,PER00524,Ông Vũ Ngọc Hải (Đến 9-1992),,,Bộ trưởng  Bộ Năng lượng
1678,PER00525,Ông Thái Phụng Nê (Từ 10-1993 Đến 10-1995 Khi Thành Lập Bộ Công Nghiệp),,,Bộ trưởng  Bộ Năng lượng
1679,PER00526,Ông Đặng Vũ Chư (Từ 10-1995 Khi Sáp Nhập Các Bộ Thành Bộ Công Nghiệp),,,Bộ trưởng  Bộ Công nghiệp
1680,PER00527,Ông Nguyễn Công Tạn (Đến 10-1995 Khi Thành Lập Bộ Nông Nghiệp Và Phát Triển Nông Thôn),,,Bộ trưởng  Bộ Nông nghiệp và Công nghiệp thực phẩm
1681,PER00528,Ông Nguyễn Quang Hà (Đến 10-1995 Khi Sáp Nhập Bộ),,,Bộ trưởng  Bộ Lâm nghiệp
1682,PER00529,Ông Nguyễn Cảnh Dinh (Đến 10-1995 Khi Sáp Nhập Bộ),,,Bộ trưởng  Bộ Thủy lợi
1683,PER00530,"Ông Nguyễn Công Tạn (Từ 10-1995 Khi Sáp Nhập 3 Bộ: Nông Nghiệp Và Công Nghiệp Thực Phẩm, Lâm Nghiệp,",,,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1684,PER00531,Ông Nguyễn Cảnh Dinh (Từ 10-1995),,,"Bộ trưởng, Chủ nhiệm   Ủy ban sông Mê Công của Việt Nam (thành lập 10-1995)"
1685,PER00532,Ông Nguyễn Tấn Trịnh (Đến 11-1996),,,Bộ trưởng  Bộ Thủy sản
1686,PER00533,Ông Tạ Quang Ngọc (Từ 11-1996),,,Bộ trưởng  Bộ Thủy sản
1687,PER00534,Ông Trần Hoàn (Đến 11-1996),,,Bộ trưởng  Bộ Văn hoá - Thông tin
1688,PER00535,Ông Nguyễn Khoa Điềm (Từ 11-1996),,,Bộ trưởng  Bộ Văn hoá - Thông tin
1689,PER00536,Ông Phạm Song (Đến 9-1992),,,Bộ trưởng  Bộ Y tế
1690,PER00537,Ông Nguyễn Trọng Nhân (Từ 9-1992 Đến 10-1995),,,Bộ trưởng  Bộ Y tế
1691,PER00538,Ông Đỗ Nguyên Phương (Từ 10-1995),,,Bộ trưởng  Bộ Y tế
1692,PER00539,Ông Đỗ Quốc Sam,,,"Bộ trưởng, Chủ nhiệm  Ủy ban Kế hoạch Nhà nước: (từ 10-1995 đổi là Bộ trưởng Bộ Kế hoạch và Đầu tư)"
1693,PER00540,Ông Trần Xuân Giá (Từ 11-1996),,,"Bộ trưởng, Chủ nhiệm  Ủy ban Kế hoạch Nhà nước: (từ 10-1995 đổi là Bộ trưởng Bộ Kế hoạch và Đầu tư)"
1694,PER00541,Ông Đậu Ngọc Xuân (Từ 10-1995 Đến 10-1996),,,Bộ trưởng - Chủ tịch  Hội đồng thẩm định Nhà nước về dự án đầu tư:  (sau 10-1996 đổi là Chủ tịch Hội
1695,PER00542,Ông Đỗ Quốc Sam (Từ 11-1996),,,Bộ trưởng - Chủ tịch  Hội đồng thẩm định Nhà nước về dự án đầu tư:  (sau 10-1996 đổi là Chủ tịch Hội
1696,PER00543,Ông Nguyễn Kỳ Cẩm (Đến 10-1995),,,Tổng Thanh tra  Thanh tra Nhà nước
1697,PER00544,Ông Tạ Hữu Thanh (Từ 10-1995),,,Tổng Thanh tra  Thanh tra Nhà nước
1698,PER00545,Ông Cao Sỹ Kiêm,,,Thống đốc  Ngân hàng Nhà nước
1699,PER00546,Ông Phan Ngọc Tường (Đến 11-1996),,,"Bộ trưởng, Trưởng ban   Tổ chức Cán bộ Chính phủ"
1700,PER00547,Ông Đỗ Quang Trung (Từ 11-1996),,,"Bộ trưởng, Trưởng ban   Tổ chức Cán bộ Chính phủ"
1701,PER00548,Ông Lê Xuân Trinh (Đến 11-1996),,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1702,PER00549,Ông Lại Văn Cử (Từ 11-1996),,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1703,PER00550,Ông Mai Kỷ,,,"Bộ trưởng, Chủ nhiệm  Ủy ban quốc gia Dân số và Kế hoạch hóa gia đình"
1704,PER00551,Bà Trần Thị Thanh Thanh,,,Bộ trưởng phụ trách  Công tác bảo vệ và chăm sóc trẻ em
1705,PER00552,Ông Phan Văn Tiệm (Đến 11-1996),,,Bộ trưởng phụ trách  Một số công tác của Chính phủ
1706,PER00553,Ông Hà Quang Dự,,,Bộ trưởng phụ trách  Công tác Thanh niên và Thể dục - Thể thao của Chính phủ
1707,PER00554,Ông Nguyễn Kỳ Cẩm (Từ 11-1995 Đến 11-1996),,,"Bộ trưởng thường trực   Ban chỉ đạo công tác chống tham nhũng, chống buôn lậu"
1708,PER00555,Ông Phan Văn Khải,,,Thủ tướng Chính phủ
1709,PER00556,Nguyễn Tấn Dũng,,Cà Mau,Thủ tướng Chính phủ
1710,PER00557,Ông Ngô Xuân Lộc (Đến 11-12-1999),,,Phó Thủ tướng
1711,PER00558,Ông Phạm Văn Trà,,,Bộ trưởng  Bộ Quốc phòng
1712,PER00559,Ông Lê Minh Hương,,,Bộ trưởng  Bộ Nội vụ (từ 5-1998 đổi là Bộ Công an)
1713,PER00560,Ông Nguyễn Mạnh Cầm (Phó Thủ Tướng Kiêm Chức Đến 28-1-2000),,,Bộ trưởng  Bộ Ngoại giao
1714,PER00561,Ông Nguyễn Dy Niên (Từ 28-1-2000),,,Bộ trưởng  Bộ Ngoại giao
1715,PER00562,Ông Trần Xuân Giá,,,Bộ trưởng  Bộ Kế hoạch và Đầu tư
1716,PER00563,Ông Trương Đình Tuyển (Đến 28-1-2000),,,Bộ trưởng  Bộ Thương mại
1717,PER00564,Ông Vũ Khoan (Từ 28-1-2000),,,Bộ trưởng  Bộ Thương mại
1718,PER00565,Ông Lê Huy Ngọ,,,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1719,PER00566,Ông Lê Ngọc Hoàn,,,Bộ trưởng  Bộ Giao thông vận tải
1720,PER00567,Ông Nguyễn Mạnh Kiểm,,,Bộ trưởng  Bộ Xây dựng
1721,PER00568,Ông Đặng Vũ Chư,,,Bộ trưởng  Bộ Công nghiệp
1722,PER00569,Ông Tạ Quang Ngọc,,,Bộ trưởng  Bộ Thủy sản
1723,PER00570,Ông Trần Đình Hoan (Đến 12-1997),,,Bộ trưởng  Bộ Lao động Thương binh và Xã hội
1724,PER00571,Bà Nguyễn Thị Hằng (Từ 1-1998),,,Bộ trưởng  Bộ Lao động Thương binh và Xã hội
1725,PER00572,Ông Chu Tuấn Nhạ,,,Bộ trưởng  Bộ Khoa học Công nghệ và Môi trường
1726,PER00573,Ông Phạm Quang Nghị,,,Bộ trưởng  Bộ Văn hoá - Thông tin
1727,PER00574,Ông Nguyễn Minh Hiển,,,Bộ trưởng  Bộ Giáo dục và Đào tạo
1728,PER00575,Ông Đỗ Nguyên Phương,,,Bộ trưởng  Bộ Y tế
1729,PER00576,Ông Đỗ Quang Trung,,,Bộ trưởng  Bộ Nội vụ
1730,PER00577,Ông Tạ Hữu Thanh,,,Tổng Thanh tra  Thanh tra  Nhà nước
1731,PER00578,Ông Lại Văn Cử (Đến 3-1999),,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1732,PER00579,Ông Đoàn Mạnh Giao (Từ 3-1999),,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1733,PER00580,Ông Nguyễn Danh Thái,,,"Bộ trưởng, Chủ nhiệm  Ủy ban Thể dục thể thao"
1734,PER00581,Bà Trần Thị Trung Chiến,,,Bộ trưởng  Bộ Y tế
1735,PER00582,Ông Lê Đức Thuý (Từ 11-12-1999),,,Thống đốc  Ngân hàng Nhà nước Việt Nam
1736,PER00583,Ông Đỗ Quế Lượng (Đến 5-1998),,,Quyền Thống đốc  Ngân hàng Nhà nước Việt Nam
1737,PER00584,Ông Phan Văn Khải (Đến 27-6-2006),,,Thủ tướng Chính phủ
1738,PER00585,Trương Vĩnh Trọng,,,Phó Thủ tướng
1739,PER00586,Ông Vũ Khoan (Đến 6-2006),,,Phó Thủ tướng
1740,PER00587,Ông Phạm Văn Trà (Đến 6-2006),,,Bộ trưởng  Bộ Quốc phòng
1741,PER00588,Đại Tướng Phùng Quang Thanh,,,Bộ trưởng  Bộ Quốc phòng
1742,PER00589,Lê Hồng Anh,,,Bộ trưởng  Bộ Công an
1743,PER00590,Ông Nguyễn Dy Niên (Đến 6-2006),,,Bộ trưởng  Bộ Ngoại giao
1744,PER00591,Ông Uông Chu Lưu,,,Bộ trưởng  Bộ Tư pháp
1745,PER00592,Võ Hồng Phúc,,,Bộ trưởng  Bộ Kế hoạch và Đầu tư
1746,PER00593,Vũ Văn Ninh,,,Phó Thủ tướng Chính phủ
1747,PER00594,Ông Trương Đình Tuyển,,,Bộ trưởng  Bộ Thương mại
1748,PER00595,Ông Lê Huy Ngọ (Đến 6-2004),,,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1749,PER00596,Cao Đức Phát,,,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1750,PER00597,Ông Đào Đình Bình (Đến 6-2006),,,Bộ trưởng  Bộ Giao thông vận tải
1751,PER00598,Hồ Nghĩa Dũng,,,Bộ trưởng  Bộ Giao thông vận tải
1752,PER00599,Nguyễn Hồng Quân,,,Bộ trưởng  Bộ Xây dựng
1753,PER00600,Hoàng Trung Hải,,,Phó Thủ tướng Chính phủ
1754,PER00601,Bà Nguyễn Thị Hằng,,,Bộ trưởng  Bộ Lao động Thương binh và Xã hội
1755,PER00602,Hoàng Văn Phong,,,Bộ trưởng  Bộ Khoa học và Công nghệ
1756,PER00603,Ông Mai Ái Trực,,,Bộ trưởng  Bộ Tài nguyên và Môi trường
1757,PER00604,Ông Phạm Quang Nghị (Đến 6-2006),,,Bộ trưởng  Bộ Văn hoá - Thông tin
1758,PER00605,Lê Doãn Hợp,,,Bộ trưởng  Bộ Thông tin và Truyền thông
1759,PER00606,Ông Nguyễn Minh Hiển (Đến 6-2006),,,Bộ trưởng  Bộ Giáo dục và Đào tạo
1760,PER00607,Nguyễn Thiện Nhân,,,Phó Thủ tướng Chính phủ
1761,PER00608,Ông Đỗ Trung Tá,,,Bộ trưởng  Bộ Bưu chính - Viễn thông
1762,PER00609,Ông Ksor Phước,,,"Bộ trưởng, Chủ nhiệm  Ủy ban Dân tộc"
1763,PER00610,Ông Quách Lê Thanh (Đến 6-2006),,,Tổng Thanh tra  Thanh tra Chính phủ
1764,PER00611,Trần Văn Truyền,,,Tổng Thanh tra  Thanh tra Chính phủ
1765,PER00612,Ông Đoàn Mạnh Giao,,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1766,PER00613,Bà Lê Thị Thu,,,"Bộ trưởng, Chủ nhiệm  Ủy ban Gia đình và Trẻ em"
1767,PER00614,Ông Lê Đức Thuý,,,Thống đốc   Ngân hàng  Nhà nước Việt Nam
1768,PER00615,Đại Tướng Phùng Quang Thanh,,,Bộ trưởng  Bộ Quốc phòng
1769,PER00616,Hà Hùng Cường,,,Bộ trưởng  Bộ Tư pháp
1770,PER00617,Vũ Huy Hoàng,,,Bộ trưởng  Bộ Công Thương
1771,PER00618,Nguyễn Thị Kim Ngân,,,Bộ trưởng  Bộ Lao động - Thương binh và Xã hội
1772,PER00619,Phạm Vũ Luận,,,Bộ trưởng  Bộ Giáo dục và Đào tạo
1773,PER00620,Trần Văn Tuấn,,,Bộ trưởng  Bộ Nội vụ
1774,PER00621,Nguyễn Quốc Triệu,,,Bộ trưởng  Bộ Y tế
1775,PER00622,Hoàng Tuấn Anh,,Đà Nẵng,"Bộ trưởng  Bộ Văn hóa, Thể thao và Du lịch"
1776,PER00623,Phạm Khôi Nguyên,,,Bộ trưởng  Bộ Tài nguyên và Môi trường
1777,PER00624,Nguyễn Xuân Phúc,20/07/1954,Quảng Nam,Thủ tướng Chính phủ
1778,PER00625,Nguyễn Văn Giàu,,,Thống đốc  Ngân hàng Nhà nước Việt Nam
1779,PER00626,Giàng Seo Phử,16/11/1951,,"Bộ trưởng, Chủ nhiệm  Ủy ban Dân tộc"
1780,PER00627,Trương Hòa Bình,13/4/1955,Long An,Phó Thủ tướng Chính phủ
1781,PER00628,Phạm Bình Minh,26/3/1959,Nam Định,Phó Thủ tướng Chính phủ
1782,PER00629,Vương Đình Huệ,15/3/1957,Nghệ An,Phó Thủ tướng Chính phủ
1783,PER00630,Vũ Đức Đam,03/02/1963,Hải Dương,Phó Thủ tướng Chính phủ
1784,PER00631,Trịnh Đình Dũng,25/8/1956,Hà Nội,Phó Thủ tướng Chính phủ
1785,PER00632,Đại Tướng Phùng Quang Thanh,,,Bộ trưởng  Bộ Quốc phòng
1786,PER00633,Ngô Xuân Lịch,20/4/1954,Hà Nam,Bộ trưởng  Bộ Quốc phòng
1787,PER00634,Trần Đại Quang,,,Bộ trưởng  Bộ Công an
1789,PER00636,Lê Thành Long,23/9/1963,Thanh Hóa,Bộ trưởng  Bộ Tư pháp
1790,PER00637,Đinh Tiến Dũng,10/5/1961,Ninh Bình,Bộ trưởng  Bộ Tài chính
1791,PER00638,Trần Tuấn Anh,06/4/1964,Quảng Ngãi,Bộ trưởng  Bộ Công Thương
1792,PER00639,Phạm Thị Hải Chuyền,,,Bộ trưởng  Bộ Lao động - Thương Binh và Xã hội
1793,PER00640,Đào Ngọc Dung,06/6/1962,Hà Nam,Bộ trưởng  Bộ Dân tộc và Tôn giáo
1794,PER00641,Đinh La Thăng,,,Bộ trưởng  Bộ Giao thông vận tải
1795,PER00642,Trương Quang Nghĩa,19/8/1958,Quảng Nam,Bộ trưởng  Bộ Giao thông vận tải
1796,PER00643,Phạm Hồng Hà,20/01/1958,Nam Định,Bộ trưởng  Bộ Xây dựng
1797,PER00644,Nguyễn Bắc Son,,,Bộ trưởng  Bộ Thông tin và Truyền thông
1798,PER00645,Trương Minh Tuấn,23/9/1960,Lâm Đồng,Bộ trưởng  Bộ Thông tin và Truyền thông
1799,PER00646,Phùng Xuân Nhạ,03/6/1963,Hưng Yên,Bộ trưởng  Bộ Giáo dục và Đào tạo
1800,PER00647,Bùi Quang Vinh,,,Bộ trưởng  Bộ Kế hoạch và Đầu tư
1801,PER00648,Nguyễn Chí Dũng,05/8/1960,Hà Tĩnh,Bộ trưởng  Bộ Kế hoạch và Đầu tư
1802,PER00649,Nguyễn Thái Bình,,,Bộ trưởng  Bộ Nội vụ
1803,PER00650,Lê Vĩnh Tân,02/07/,Đồng Tháp,Bộ trưởng  Bộ Nội vụ
1804,PER00651,Nguyễn Thị Kim Tiến,01/8/1959,Hà Tĩnh,Bộ trưởng  Bộ Y tế
1805,PER00652,Nguyễn Quân,,,Bộ trưởng  Bộ Khoa học và Công nghệ
1806,PER00653,Chu Ngọc Anh,17/6/1965,Hà Nội,Bộ trưởng  Bộ Khoa học và Công nghệ
1807,PER00654,Nguyễn Ngọc Thiện,27/3/1959,Thừa Thiên Huế,"Bộ trưởng  Bộ Văn hóa, Thể thao và Du lịch"
1808,PER00655,Nguyễn Minh Quang,15/10/1953,,Bộ trưởng  Bộ Tài nguyên và Môi trường
1809,PER00656,Trần Hồng Hà,19/4/1963,Hà Tĩnh,Phó Thủ tướng Chính phủ
1810,PER00657,Nguyễn Văn Nên,,,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1811,PER00658,Mai Tiến Dũng,08/01/1959,Hà Nam,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1812,PER00659,Huỳnh Phong Tranh,,,Tổng Thanh tra  Thanh tra Chính phủ
1813,PER00660,Phan Văn Sáu,9/10/1959,Đồng Tháp,Tổng Thanh tra  Thanh tra Chính phủ
1814,PER00661,Nguyễn Văn Bình,,,Thống đốc  Ngân hàng Nhà nước Việt Nam
1815,PER00662,Lê Minh Hưng,11/12/1970,Hà Tĩnh,Thống đốc  Ngân hàng Nhà nước Việt Nam
1816,PER00663,Đỗ Văn Chiến,10/11/1962,Tuyên Quang,"Bộ trưởng, Chủ nhiệm  Ủy ban Dân tộc"
1817,PER00664,Phạm Minh Chính,10/12/1958,Thanh Hóa,Thủ tướng Chính phủ
1818,PER00665,Lê Minh Khái,10/12/1964,Bạc Liêu,Phó Thủ tướng Chính phủ
1819,PER00666,Lê Văn Thành,,Hải Phòng,Phó Thủ tướng Chính phủ
1820,PER00667,Phan Văn Giang,14/10/1960,Nam Định,Bộ trưởng  Bộ Quốc phòng
1821,PER00668,Bùi Thanh Sơn,16/10/1962,Hà Nội,Bộ trưởng  Bộ Ngoại giao
1822,PER00669,Hồ Đức Phớc,,Nghệ An,Bộ trưởng  Bộ Tài chính
1823,PER00670,Nguyễn Hồng Diên,16/3/1965,Thái Bình,Bộ trưởng  Bộ Công Thương
1824,PER00671,Nguyễn Văn Thể,27/11/1966,Đồng Tháp,Bộ trưởng  Bộ Giao thông vận tải
1825,PER00672,Nguyễn Thanh Nghị,12/8/1976,Cà Mau,Bộ trưởng  Bộ Xây dựng
1826,PER00673,Nguyễn Mạnh Hùng,24/7/1962,Bắc Ninh,Bộ trưởng  Bộ Khoa học và Công nghệ
1827,PER00674,Nguyễn Kim Sơn,18/11/1966,Hải Phòng,Bộ trưởng  Bộ Giáo dục và Đào tạo
1828,PER00675,Nguyễn Xuân Cường,14/10/1959,Hà Nội,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1829,PER00676,Lê Minh Hoan,19/01/1961,Đồng Tháp,Bộ trưởng  Bộ Nông nghiệp và Phát triển nông thôn
1830,PER00677,Phạm Thị Thanh Trà,21/01/1964,Nghệ An,Bộ trưởng  Bộ Nội vụ
1831,PER00678,Nguyễn Thanh Long,03/9/1966,Nam Định,Bộ trưởng  Bộ Y tế
1832,PER00679,Huỳnh Thành Đạt,26/8/1962,Bến Tre,Bộ trưởng  Bộ Khoa học và Công nghệ
1833,PER00680,Nguyễn Văn Hùng,20/4/1961,Quảng Trị,"Bộ trưởng  Bộ Văn hóa, Thể thao và Du lịch"
1834,PER00681,Trần Văn Sơn,01/12/1961,Nam Định,"Bộ trưởng, Chủ nhiệm  Văn phòng Chính phủ"
1835,PER00682,Đoàn Hồng Phong,02/01/1963,Nam Định,Tổng Thanh tra  Thanh tra Chính phủ
1836,PER00683,Nguyễn Thị Hồng,27/3/1968,,Thống đốc  Ngân hàng Nhà nước Việt Nam
1837,PER00684,Hầu A Lềnh,22/6/1973,Lào Cai,"Bộ trưởng, Chủ nhiệm  Ủy ban Dân tộc"
1838,PER00685,Nguyễn Hòa Bình,,Quảng Ngãi,Phó Thủ tướng Chính phủ
1839,PER00686,Trần Lưu Quang,30/8/1967,Tây Ninh,Phó Thủ tướng Chính phủ
1840,PER00687,Lê Thành Long,23/9/1963,Thanh Hóa,Phó Thủ tướng Chính phủ
1841,PER00688,Hồ Đức Phớc,,Nghệ An,Phó Thủ tướng Chính phủ
1842,PER00689,Mai Văn Chính,,Long An,Phó Thủ tướng Chính phủ
1843,PER00690,Lương Tam Quang,17/10/1965,Hưng Yên,Bộ trưởng  Bộ Công an
1844,PER00691,Nguyễn Hải Ninh,24/01/1976,Hưng Yên,Bộ trưởng  Bộ Tư pháp
1845,PER00692,Nguyễn Văn Thắng,12/9/1973,,Bộ trưởng  Bộ Tài chính
1846,PER00693,Trần Hồng Minh,4/11/1967,Hà Nội,Bộ trưởng  Bộ Xây dựng
1847,PER00694,Đào Hồng Lan,23/7/1971,Hải Dương,Bộ trưởng  Bộ Y tế
1848,PER00695,Đỗ Đức Duy,20/5/1970,Thái Bình,Bộ trưởng  Bộ Nông nghiệp và Môi trường
1849,PER00696,Đặng Quốc Khánh,02/9/1976,Hà Tĩnh,Bộ trưởng  Bộ Tài nguyên và Môi trường
1850,PER00697,Hồ Đức Phớc,,Nghệ An,Phó Thủ tướng Chính phủ
